Restaurant,Borough,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
OPERA CAFE LOUNGE,Brooklyn,2255,EMMONS AVENUE,11235,7186762992,Turkish,8/29/2025,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,9,A,8/29/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.58368249,-73.94469084,315,48,060800,3342943,3087830064,BK17,POINT (-73.944690838592 40.583682488804)
WHITE CASTLE,Staten Island,2221,HYLAN BOULEVARD,10306,7189802840,Hamburgers,8/13/2024,Violations were cited in the following area(s).,05C,"Food contact surface, refillable, reusable containers, or equipment improperly constructed, placed or maintained. Unacceptable material used. Culinary sink or other acceptable method not provided for washing food.",Critical,12,A,8/13/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.57630363,-74.10389973,502,50,012200,5136038,5036140001,SI45,POINT (-74.103899730231 40.576303633247)
REIF'S TAVERN,Manhattan,302,EAST   92 STREET,10128,2124260519,American,2/25/2026,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,9,A,2/25/2026,4/22/2026,Cycle Inspection / Re-inspection,40.78151114,-73.9485773,108,05,015400,1050238,1015540148,MN32,POINT (-73.948577300186 40.781511138984)
ARTURO'S,Manhattan,106,WEST HOUSTON STREET,10012,2126773820,Italian,3/20/2023,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.",Critical,7,A,3/20/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.72723405,-74.00051594,102,01,006500,1008279,1005250064,MN23,POINT (-74.000515935209 40.727234052041)
STARBUCKS,Queens,46-09,QUEENS BOULEVARD,11104,7184725215,Coffee/Tea,5/4/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,5/4/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.74313572,-73.91850239,402,26,025301,4001316,4001410010,QN31,POINT (-73.918502390534 40.743135719401)
PANERA BREAD,Queens,38-01,35 AVENUE,11101,7189374740,American,1/10/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,1/10/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.75545168,-73.92278254,401,22,015700,4010898,4006720001,QN70,POINT (-73.922782538592 40.755451682811)
CAMPAGNOLA RESTAURANT,Manhattan,1382,1 AVENUE,10021,2128611102,Italian,12/4/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,12/4/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.76892645,-73.95516124,108,05,012400,1045888,1014680046,MN31,POINT (-73.955161240682 40.768926452747)
JUNKO SUSHI,Queens,33-02,BROADWAY,11106,9173022755,Japanese,2/13/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20,B,2/13/2025,4/22/2026,Cycle Inspection / Re-inspection,40.76115039,-73.92366391,401,22,005900,4008764,4006210033,QN70,POINT (-73.923663913417 40.761150394183)
GOOD FRIENDS 1,Brooklyn,1376,NOSTRAND AVENUE,11226,7182872345,Chinese,1/3/2023,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11,A,1/3/2023,4/22/2026,Cycle Inspection / Re-inspection,40.65315811,-73.94983708,317,40,082000,3116688,3050850067,BK60,POINT (-73.949837075874 40.653158110377)
5 STAR PIZZA,Bronx,295,EAST GUN HILL ROAD,10467,3478437342,Pizza,10/10/2023,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,23,B,10/10/2023,4/22/2026,Cycle Inspection / Re-inspection,40.87918621,-73.87462213,207,11,043100,2018623,2033560001,BX43,POINT (-73.874622131045 40.879186211627)
ROTISS,Manhattan,370,LENOX AVENUE,10027,9177035039,Chicken,2/10/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,2/10/2025,4/22/2026,Cycle Inspection / Re-inspection,40.81003783,-73.94381203,110,09,020800,1053712,1017260069,MN03,POINT (-73.943812034529 40.810037834945)
NEPTUNE DINER,Queens,35-01,BELL BOULEVARD,11361,3472455794,American,2/28/2023,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,2/28/2023,4/22/2026,Cycle Inspection / Re-inspection,40.76882736,-73.77367989,411,19,112300,4136508,4061730001,QN46,POINT (-73.773679886325 40.768827355023)
CHERRY VALLEY DELI & GRILL,Queens,29-Dec,150 STREET,11357,7187671937,Sandwiches,12/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32,C,12/17/2024,4/22/2026,Cycle Inspection / Re-inspection,40.7900074,-73.81426073,407,19,098100,4102668,4045170001,QN49,POINT (-73.81426072906 40.790007403836)
MILE END DELICATESSEN,Brooklyn,97A,HOYT STREET,11217,7188527510,American,9/2/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13,A,9/2/2022,4/22/2026,Cycle Inspection / Re-inspection,40.68750004,-73.98716703,302,33,004100,3000872,3001830007,BK38,POINT (-73.987167027854 40.687500043028)
TACO MAHAL,Manhattan,653,9 AVENUE,10036,6464905782,Indian,8/27/2024,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,12,A,8/27/2024,4/22/2026,Cycle Inspection / Re-inspection,40.76068961,-73.99099004,104,03,012100,1026454,1010550033,MN15,POINT (-73.99099004469 40.760689606596)
SHIRAZ KITCHEN,Manhattan,111,WEST   17 STREET,10011,2125170840,Mediterranean,11/26/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7,A,11/26/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.73953602,-73.99607384,104,03,008100,1014654,1007930029,MN13,POINT (-73.996073835308 40.739536021272)
YOZI,Queens,44-09,KISSENA BOULEVARD,11355,7187990698,Chinese,2/4/2026,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,12,A,2/4/2026,4/22/2026,Cycle Inspection / Re-inspection,40.75364137,-73.82249807,407,20,085900,4117221,4051920034,QN22,POINT (-73.822498067457 40.753641369658)
BORA BORA,Brooklyn,7322,3 AVENUE,11209,3473557054,"Juice, Smoothies, Fruit Salads",5/12/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,5/12/2023,4/22/2026,Pre-permit (Operational) / Re-inspection,40.63262389,-74.02732727,310,47,006600,3147824,3059170046,BK31,POINT (-74.027327267739 40.632623888617)
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,918B,FULTON STREET,11238,7187891833,Caribbean,8/22/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,8/22/2024,4/22/2026,Cycle Inspection / Re-inspection,40.68291416,-73.96425837,302,35,020100,3335107,3020130031,BK69,POINT (-73.964258366433 40.682914160592)
KASAI,Brooklyn,2524,CONEY ISLAND AVENUE,11223,7182197641,Jewish/Kosher,11/14/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,11/14/2022,4/22/2026,Cycle Inspection / Initial Inspection,40.59512673,-73.96098202,315,48,039200,3194097,3071590130,BK25,POINT (-73.960982023841 40.595126734286)
LENNY'S PIZZERIA,Queens,44-08,GREENPOINT AVENUE,11104,7187868100,Pizza,5/5/2025,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,13,A,5/5/2025,4/22/2026,Cycle Inspection / Re-inspection,40.74144102,-73.92073466,402,26,018300,4001970,4001670001,QN31,POINT (-73.920734655744 40.741441019325)
LOCAL ROOTS NYC,Manhattan,25,11 AVENUE,10011,5168161023,Chinese,6/27/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12,A,6/27/2023,4/22/2026,Pre-permit (Operational) / Initial Inspection,40.743082,-74.00865029,104,03,009900,1012253,1006620003,MN13,POINT (-74.008650293747 40.743081996014)
KENNEDY FRIED CHICKEN,Bronx,667,EAST  187 STREET,10458,9172921908,American,4/3/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,28,C,4/3/2023,4/22/2026,Pre-permit (Operational) / Re-inspection,40.85466542,-73.88575537,206,15,038900,2012208,2030750074,BX06,POINT (-73.885755372789 40.854665416696)
ASIAN BAY SUSHI,Brooklyn,1741,SHEEPSHEAD BAY ROAD,11235,3472555695,Japanese,9/18/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,5,A,9/18/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.58540932,-73.95154067,315,48,060000,3247037,3087720073,BK17,POINT (-73.951540674024 40.585409321339)
SWEET REHAB,Manhattan,167,EAST   87 STREET,10128,3473727403,Bakery Products/Desserts,2/18/2026,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11,A,2/18/2026,4/22/2026,Pre-permit (Operational) / Initial Inspection,40.77988871,-73.95441723,108,05,014802,1048050,1015160027,MN40,POINT (-73.954417226578 40.779888712243)
TWO HANDS TRIBECA,Manhattan,251,CHURCH STREET,10013,2019934484,Australian,8/11/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,8/11/2022,4/22/2026,Cycle Inspection / Re-inspection,40.71786054,-74.00562037,101,01,003300,1001891,1001740011,MN24,POINT (-74.005620374623 40.71786053611)
SHASHLIK HOUSE,Brooklyn,1240,AVENUE U,11229,9294209476,Eastern European,6/5/2025,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,4,A,6/5/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.59853779,-73.95894908,315,48,058200,3199435,3073450005,BK25,POINT (-73.95894908259 40.598537794085)
CHUCK E. CHEESE,Queens,133-35,79 STREET,11414,9295059499,Pizza,8/26/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,8/26/2025,4/22/2026,Cycle Inspection / Re-inspection,40.67190865,-73.85667496,410,32,006202,4541244,4113590001,QN57,POINT (-73.856674964145 40.671908650294)
HALAL MUNCHIES,Queens,120-36,QUEENS BOULEVARD,11415,9177753170,Middle Eastern,1/10/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,11,A,1/10/2023,4/22/2026,Cycle Inspection / Re-inspection,40.71343477,-73.82893257,409,29,021600,4080151,4033580013,QN60,POINT (-73.828932573549 40.713434774697)
INFINITEA NY,Queens,23-09,ASTORIA BOULEVARD,11102,6466620976,Coffee/Tea,5/30/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,13,A,5/30/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.77171257,-73.9241897,401,22,006900,4616536,4008720012,QN71,POINT (-73.924189703126 40.771712571296)
D'ELISA RESTAURANT,Queens,217-19,JAMAICA AVENUE,11428,7187760673,Latin American,4/10/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,4/10/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.71785073,-73.73729222,413,23,056600,4226388,4106100031,QN34,POINT (-73.73729222136 40.717850731464)
